,index,Movie_Link,TrailerPublishYear,TrailerPublishDays,ProductionBudget,HasBudget,Horror,Thriller,Documentary,Comedy,Drama,Adventure,Crime,Biography,Action,NC-17,Not Rated,PG-13,R,PG,G,ProductionCountry,Follows,TopStudios,Language,AwardStars,TopMeters,TopStars,StarsScore,TrailerDuration,FaceNo,RatioFaceNo,Female,RatioFemale,Male,RatioMale,RatioSad,RatioHappy,RatioFear,RatioAngry,RatioSurprise,RatioDisgust,RatioNeutral,RatioAsian,RatioIndian,RatioBlack,RatioWhite,RatioMiddle,RatioHispanic,AverageAge,AvgFaceSize,RatioFaceCoverage,TotalComments,ReviewMag,Sentiment_mean,PN_ratio
70,72,https://www.imdb.com/title/tt1884369/?ref_=adv_li_tt,2012,36,340000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,87,133,1.9,15,0.11,118,0.89,0.26,0.17,0.18,0.08,0.02,0.0,0.3,0.13,0.0,0.06,0.7,0.08,0.04,30.38,21392.84,0.02,77,49.9,0.4675324675324675,0.8780487804878049
71,73,https://www.imdb.com/title/tt2008486/?ref_=adv_li_tt,2012,14,350000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,129,68,1.01,11,0.16,57,0.84,0.32,0.16,0.19,0.12,0.0,0.0,0.21,0.18,0.0,0.07,0.62,0.06,0.07,33.06,40325.62,0.04,45,31.4,0.5555555555555556,1.25
72,74,https://www.imdb.com/title/tt2693610/?ref_=adv_li_tt,2013,65,350000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,153,145,1.71,18,0.12,127,0.88,0.3,0.1,0.12,0.12,0.01,0.0,0.36,0.14,0.0,0.01,0.76,0.06,0.03,32.3,31807.77,0.03,3,2.2,0.6666666666666666,2.0
73,75,https://www.imdb.com/title/tt2639514/?ref_=adv_li_tt,2015,26,350000,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,104,124,1.18,24,0.19,100,0.81,0.23,0.09,0.19,0.11,0.02,0.0,0.37,0.14,0.06,0.04,0.59,0.09,0.09,30.03,32465.35,0.04,21,21.9,0.5714285714285714,1.3333333333333333
74,76,https://www.imdb.com/title/tt5294198/?ref_=adv_li_tt,2017,35,350000,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,131,192,1.73,77,0.4,115,0.6,0.31,0.12,0.11,0.17,0.0,0.0,0.29,0.3,0.0,0.02,0.61,0.03,0.03,34.44,25425.51,0.03,94,64.0,0.5425531914893617,1.186046511627907
75,78,https://www.imdb.com/title/tt2190367/?ref_=adv_li_tt,2012,141,363585,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,123,49,0.77,8,0.16,41,0.84,0.27,0.04,0.14,0.22,0.02,0.0,0.31,0.24,0.0,0.1,0.49,0.06,0.1,34.14,49034.63,0.05,4,2.4,0.25,0.3333333333333333
76,79,https://www.imdb.com/title/tt2357788/?ref_=adv_li_tt,2013,33,385000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,152,69,0.88,10,0.14,59,0.86,0.17,0.23,0.07,0.23,0.03,0.0,0.26,0.01,0.0,0.01,0.91,0.04,0.01,30.9,62943.72,0.07,6,4.3,0.5,1.0
77,80,https://www.imdb.com/title/tt2359024/?ref_=adv_li_tt,2014,127,420000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,73,9,0.36,1,0.11,8,0.89,0.22,0.11,0.22,0.11,0.0,0.0,0.33,0.22,0.0,0.11,0.67,0.0,0.0,32.22,34242.11,0.04,1,0.8,0.0,0.0
78,81,https://www.imdb.com/title/tt2112209/?ref_=adv_li_tt,2014,10,450000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,112,163,1.36,45,0.28,118,0.72,0.25,0.13,0.13,0.19,0.01,0.0,0.29,0.18,0.0,0.01,0.71,0.04,0.06,32.69,56422.49,0.06,1,0.0,1.0,1.0
79,82,https://www.imdb.com/title/tt5304996/?ref_=adv_li_tt,2018,43,450000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,138,30,0.35,0,0.0,30,1.0,0.3,0.0,0.03,0.33,0.0,0.0,0.33,0.23,0.0,0.03,0.7,0.0,0.03,35.5,20584.57,0.02,3,2.8,1.0,3.0
80,83,https://www.imdb.com/title/tt7246106/?ref_=adv_li_tt,2019,468,450000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,124,55,0.52,0,0.0,55,1.0,0.36,0.02,0.07,0.18,0.02,0.0,0.35,0.33,0.02,0.05,0.51,0.07,0.02,32.85,34137.22,0.04,2,1.3,0.5,1.0
81,84,https://www.imdb.com/title/tt9248110/?ref_=adv_li_tt,2020,188,475000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,107,60,0.49,4,0.07,56,0.93,0.35,0.08,0.17,0.15,0.0,0.0,0.25,0.18,0.0,0.02,0.75,0.03,0.02,38.3,33522.77,0.04,7,3.1,0.7142857142857143,2.5
82,85,https://www.imdb.com/title/tt3640682/?ref_=adv_li_tt,2015,57,495000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,15,107,98,1.1,30,0.31,68,0.69,0.45,0.09,0.14,0.09,0.0,0.0,0.22,0.27,0.0,0.0,0.63,0.04,0.06,32.27,53553.16,0.06,32,40.7,0.6875,2.2
83,86,https://www.imdb.com/title/tt1995341/?ref_=adv_li_tt,2013,113,500000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,141,140,1.4,53,0.38,87,0.62,0.26,0.13,0.18,0.15,0.01,0.0,0.27,0.12,0.0,0.01,0.8,0.04,0.03,33.54,20165.27,0.02,69,44.9,0.4782608695652174,0.9166666666666666
84,87,https://www.imdb.com/title/tt2063781/?ref_=adv_li_tt,2012,94,500000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,83,54,1.1,14,0.26,40,0.74,0.15,0.2,0.15,0.24,0.0,0.0,0.26,0.15,0.0,0.04,0.69,0.09,0.04,33.2,26858.39,0.03,78,45.6,0.23076923076923078,0.3
85,88,https://www.imdb.com/title/tt2179027/?ref_=adv_li_tt,2014,46,500000,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,96,88,0.95,25,0.28,63,0.72,0.26,0.06,0.06,0.14,0.0,0.0,0.49,0.19,0.02,0.05,0.63,0.09,0.02,33.89,60111.69,0.07,23,22.6,0.6521739130434783,1.875
86,89,https://www.imdb.com/title/tt3438208/?ref_=adv_li_tt,2016,28,500000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,133,87,1.07,22,0.25,65,0.75,0.38,0.05,0.05,0.21,0.0,0.0,0.32,0.11,0.01,0.02,0.8,0.01,0.03,33.28,36354.82,0.04,4,2.9,1.0,4.0
87,90,https://www.imdb.com/title/tt3836512/?ref_=adv_li_tt,2016,56,500000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,138,58,0.68,25,0.43,33,0.57,0.31,0.16,0.17,0.21,0.0,0.03,0.12,0.21,0.0,0.02,0.62,0.03,0.12,31.62,46667.97,0.05,216,134.2,0.4398148148148148,0.7851239669421488
88,91,https://www.imdb.com/title/tt1401621/?ref_=adv_li_tt,2017,42,500000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,137,85,1.01,10,0.12,75,0.88,0.29,0.16,0.14,0.09,0.01,0.0,0.29,0.26,0.01,0.0,0.71,0.0,0.02,30.79,51075.07,0.06,34,22.9,0.5,1.0
89,92,https://www.imdb.com/title/tt4567320/?ref_=adv_li_tt,2018,21,500000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,137,90,0.95,24,0.27,66,0.73,0.32,0.19,0.12,0.11,0.01,0.0,0.24,0.16,0.01,0.03,0.73,0.06,0.01,33.94,64706.39,0.07,3,2.7,1.0,3.0
90,93,https://www.imdb.com/title/tt5621300/?ref_=adv_li_tt,2017,32,500000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,101,84,1.25,10,0.12,74,0.88,0.33,0.04,0.2,0.08,0.01,0.0,0.33,0.14,0.0,0.06,0.6,0.12,0.08,35.33,53311.68,0.06,6,2.9,0.6666666666666666,2.0
91,94,https://www.imdb.com/title/tt2582784/?ref_=adv_li_tt,2018,72,500000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,26,128,171,1.27,58,0.34,113,0.66,0.29,0.12,0.18,0.08,0.01,0.0,0.33,0.15,0.0,0.0,0.84,0.01,0.01,31.81,50974.86,0.06,24,12.0,0.5833333333333334,1.4
92,95,https://www.imdb.com/title/tt6101602/?ref_=adv_li_tt,2018,44,500000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,106,25,0.36,8,0.32,17,0.68,0.36,0.16,0.0,0.2,0.04,0.0,0.24,0.12,0.0,0.24,0.52,0.12,0.0,33.28,54497.36,0.06,2,1.1,1.0,2.0
93,96,https://www.imdb.com/title/tt2924392/?ref_=adv_li_tt,2018,55,500000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,141,38,0.35,5,0.13,33,0.87,0.45,0.05,0.05,0.08,0.0,0.0,0.37,0.21,0.05,0.03,0.63,0.03,0.05,34.03,80272.29,0.09,5,2.4,0.8,4.0
94,97,https://www.imdb.com/title/tt7187768/?ref_=adv_li_tt,2019,368,500000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,137,108,1.32,17,0.16,91,0.84,0.34,0.09,0.1,0.15,0.01,0.0,0.31,0.25,0.01,0.02,0.62,0.03,0.07,33.84,20167.39,0.02,3,1.4,0.3333333333333333,0.5
95,98,https://www.imdb.com/title/tt2637848/?ref_=adv_li_tt,2013,15,520000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,140,47,0.47,2,0.04,45,0.96,0.26,0.11,0.19,0.13,0.0,0.0,0.32,0.13,0.0,0.0,0.85,0.02,0.0,33.36,27025.85,0.03,409,368.5,0.5476772616136919,1.2108108108108109
96,99,https://www.imdb.com/title/tt1692084/?ref_=adv_li_tt,2012,28,546173,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,109,111,1.23,16,0.14,95,0.86,0.17,0.14,0.17,0.25,0.01,0.0,0.26,0.09,0.02,0.01,0.74,0.08,0.06,32.22,48157.14,0.05,8,6.0,0.375,0.6
97,100,https://www.imdb.com/title/tt2048824/?ref_=adv_li_tt,2014,127,600000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,141,71,0.78,9,0.13,62,0.87,0.3,0.04,0.2,0.17,0.0,0.0,0.3,0.11,0.0,0.04,0.85,0.0,0.0,34.23,64912.24,0.07,93,110.4,0.6774193548387096,2.1
98,101,https://www.imdb.com/title/tt4270516/?ref_=adv_li_tt,2015,91,600000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,128,86,1.04,35,0.41,51,0.59,0.29,0.09,0.29,0.12,0.0,0.0,0.21,0.22,0.0,0.0,0.76,0.01,0.01,31.92,41426.08,0.04,11,8.4,0.5454545454545454,1.2
99,102,https://www.imdb.com/title/tt2380301/?ref_=adv_li_tt,2014,13,625000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,93,76,0.75,17,0.22,59,0.78,0.54,0.08,0.09,0.14,0.0,0.01,0.13,0.12,0.01,0.04,0.72,0.01,0.09,34.97,92369.71,0.1,1,0.0,1.0,1.0
100,103,https://www.imdb.com/title/tt3398066/?ref_=adv_li_tt,2014,151,650000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,146,163,1.47,77,0.47,86,0.53,0.36,0.1,0.11,0.09,0.02,0.0,0.31,0.17,0.0,0.02,0.77,0.02,0.02,31.25,29382.31,0.03,8,6.8,0.625,1.6666666666666667
101,104,https://www.imdb.com/title/tt5952382/?ref_=adv_li_tt,2017,79,650000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,151,162,1.6,25,0.15,137,0.85,0.34,0.08,0.12,0.09,0.02,0.0,0.36,0.56,0.0,0.03,0.38,0.01,0.02,34.67,16659.78,0.02,11,10.3,0.7272727272727273,2.6666666666666665
102,105,https://www.imdb.com/title/tt11296058/?ref_=adv_li_tt,2020,21,677765,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,143,101,0.71,20,0.2,81,0.8,0.37,0.12,0.14,0.13,0.01,0.0,0.24,0.21,0.0,0.0,0.77,0.02,0.0,33.12,55508.0,0.06,11,9.4,0.8181818181818182,4.5
103,106,https://www.imdb.com/title/tt4291600/?ref_=adv_li_tt,2016,142,688724,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,154,77,0.83,25,0.32,52,0.68,0.4,0.05,0.12,0.04,0.01,0.0,0.38,0.23,0.01,0.06,0.57,0.06,0.05,31.13,22400.99,0.02,96,73.3,0.5520833333333334,1.2325581395348837
104,107,https://www.imdb.com/title/tt2016335/?ref_=adv_li_tt,2015,113,700000,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,106,97,1.2,16,0.16,81,0.84,0.2,0.08,0.18,0.11,0.02,0.0,0.41,0.09,0.01,0.0,0.88,0.01,0.01,32.57,43357.15,0.05,13,9.4,0.5384615384615384,1.1666666666666667
105,108,https://www.imdb.com/title/tt2195548/?ref_=adv_li_tt,2013,146,725000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,54,71,26,0.7,0,0.0,26,1.0,0.31,0.0,0.15,0.35,0.0,0.0,0.19,0.08,0.04,0.0,0.77,0.08,0.04,32.92,30142.27,0.03,122,53.6,0.45081967213114754,0.8208955223880597
106,109,https://www.imdb.com/title/tt1862079/?ref_=adv_li_tt,2012,79,750000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,151,105,1.18,35,0.33,70,0.67,0.33,0.09,0.08,0.11,0.02,0.0,0.37,0.09,0.02,0.0,0.58,0.13,0.18,31.49,39248.35,0.04,312,203.0,0.4935897435897436,0.9746835443037974
107,110,https://www.imdb.com/title/tt2199251/?ref_=adv_li_tt,2014,35,750000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,92,67,0.93,23,0.34,44,0.66,0.16,0.15,0.15,0.27,0.01,0.0,0.25,0.19,0.0,0.1,0.63,0.01,0.06,34.66,56968.64,0.06,6,13.5,0.6666666666666666,2.0
108,111,https://www.imdb.com/title/tt4044464/?ref_=adv_li_tt,2015,57,750000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,102,45,0.62,5,0.11,40,0.89,0.33,0.13,0.09,0.11,0.0,0.0,0.33,0.09,0.0,0.13,0.71,0.02,0.04,33.36,78707.91,0.09,9,4.6,0.3333333333333333,0.5
109,112,https://www.imdb.com/title/tt2189418/?ref_=adv_li_tt,2015,15,792648,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,149,85,0.79,12,0.14,73,0.86,0.29,0.11,0.02,0.2,0.01,0.0,0.36,0.14,0.04,0.02,0.68,0.09,0.02,35.75,39299.6,0.04,4,4.0,0.5,1.0
110,114,https://www.imdb.com/title/tt2781516/?ref_=adv_li_tt,2014,300,792648,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,126,61,0.56,6,0.1,55,0.9,0.38,0.05,0.08,0.26,0.0,0.0,0.23,0.1,0.0,0.03,0.77,0.08,0.02,35.23,94510.98,0.1,47,32.2,0.5319148936170213,1.1363636363636365
111,115,https://www.imdb.com/title/tt3327624/?ref_=adv_li_tt,2015,28,800000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,125,57,0.6,6,0.11,51,0.89,0.49,0.05,0.09,0.16,0.02,0.0,0.19,0.16,0.02,0.16,0.6,0.05,0.02,34.16,50678.0,0.05,775,406.0,0.4258064516129032,0.7415730337078652
112,116,https://www.imdb.com/title/tt1996264/?ref_=adv_li_tt,2012,84,850000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,155,117,1.01,76,0.65,41,0.35,0.29,0.18,0.15,0.2,0.0,0.0,0.18,0.1,0.01,0.01,0.83,0.01,0.04,32.44,35840.34,0.04,20,11.4,0.55,1.2222222222222223
113,117,https://www.imdb.com/title/tt1906384/?ref_=adv_li_tt,2014,42,850000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,126,113,1.28,27,0.24,86,0.76,0.29,0.15,0.12,0.16,0.0,0.0,0.27,0.19,0.01,0.01,0.73,0.03,0.04,31.72,22698.05,0.02,6,4.3,0.3333333333333333,0.5
114,118,https://www.imdb.com/title/tt4585080/?ref_=adv_li_tt,2017,143,850000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,156,52,0.59,4,0.08,48,0.92,0.35,0.23,0.13,0.13,0.0,0.0,0.15,0.17,0.0,0.08,0.73,0.02,0.0,36.1,63490.69,0.07,3,2.5,0.3333333333333333,0.5
115,119,https://www.imdb.com/title/tt2462276/?ref_=adv_li_tt,2016,50,870000,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,101,60,0.91,14,0.23,46,0.77,0.28,0.15,0.13,0.07,0.05,0.0,0.32,0.27,0.0,0.08,0.55,0.0,0.1,34.32,39903.47,0.04,1,0.2,0.0,0.0
116,120,https://www.imdb.com/title/tt1935902/?ref_=adv_li_tt,2013,87,900000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,131,156,1.28,41,0.26,115,0.74,0.34,0.1,0.22,0.08,0.01,0.0,0.26,0.16,0.0,0.01,0.79,0.01,0.03,30.95,29937.85,0.03,107,66.1,0.4485981308411215,0.8135593220338984
117,121,https://www.imdb.com/title/tt4191580/?ref_=adv_li_tt,2016,78,900000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,140,92,0.87,18,0.2,74,0.8,0.33,0.18,0.08,0.23,0.01,0.0,0.17,0.2,0.04,0.34,0.35,0.01,0.07,34.42,10698.46,0.01,1272,763.1,0.4441823899371069,1.5983026874115982
118,122,https://www.imdb.com/title/tt6257174/?ref_=adv_li_tt,2018,59,900000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,43,130,116,1.41,36,0.31,80,0.69,0.41,0.06,0.18,0.13,0.01,0.0,0.21,0.28,0.01,0.01,0.66,0.02,0.03,30.6,38227.47,0.04,381,280.2,0.5826771653543307,1.3962264150943395
119,123,https://www.imdb.com/title/tt1366338/?ref_=adv_li_tt,2017,92,916000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,137,103,0.86,15,0.15,88,0.85,0.36,0.12,0.11,0.1,0.0,0.0,0.32,0.2,0.01,0.01,0.54,0.13,0.11,32.07,54004.71,0.06,464,262.3,0.3771551724137931,0.6055363321799307
120,124,https://www.imdb.com/title/tt1726589/?ref_=adv_li_tt,2012,29,930000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,144,116,1.27,57,0.49,59,0.51,0.32,0.1,0.15,0.09,0.01,0.0,0.34,0.12,0.0,0.0,0.81,0.03,0.04,32.56,32055.92,0.03,36,20.8,0.3888888888888889,0.6363636363636364
121,125,https://www.imdb.com/title/tt5761986/?ref_=adv_li_tt,2020,47,950000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,121,51,0.43,8,0.16,43,0.84,0.35,0.04,0.12,0.25,0.0,0.0,0.24,0.27,0.0,0.02,0.55,0.08,0.08,35.53,49379.96,0.05,3,1.4,0.6666666666666666,2.0
122,126,https://www.imdb.com/title/tt3317874/?ref_=adv_li_tt,2014,96,961805,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,68,130,34,0.43,6,0.18,28,0.82,0.47,0.18,0.09,0.24,0.0,0.0,0.03,0.12,0.0,0.12,0.62,0.0,0.15,34.85,57040.94,0.06,7,4.4,0.5714285714285714,1.3333333333333333
123,127,https://www.imdb.com/title/tt1484521/?ref_=adv_li_tt,2012,189,1000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,129,110,0.9,25,0.23,85,0.77,0.38,0.13,0.16,0.07,0.0,0.01,0.25,0.18,0.02,0.09,0.57,0.03,0.11,31.58,51789.78,0.06,13,9.3,0.5384615384615384,1.1666666666666667
124,128,https://www.imdb.com/title/tt2103227/?ref_=adv_li_tt,2012,16,1000000,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,137,9,0.26,2,0.22,7,0.78,0.22,0.11,0.11,0.44,0.0,0.0,0.11,0.33,0.0,0.0,0.67,0.0,0.0,32.78,39425.56,0.04,9,3.8,0.4444444444444444,0.8
125,129,https://www.imdb.com/title/tt2400336/?ref_=adv_li_tt,2012,11,1000000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,122,261,2.75,26,0.1,235,0.9,0.3,0.18,0.13,0.18,0.02,0.0,0.2,0.15,0.0,0.02,0.78,0.03,0.02,32.09,15983.13,0.02,28,21.6,0.5357142857142857,1.1538461538461537
126,130,https://www.imdb.com/title/tt1866249/?ref_=adv_li_tt,2012,141,1000000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,151,96,0.8,22,0.23,74,0.77,0.4,0.11,0.16,0.16,0.02,0.0,0.16,0.29,0.0,0.03,0.66,0.0,0.02,36.79,58022.1,0.06,45,21.6,0.4222222222222222,0.7307692307692307
127,131,https://www.imdb.com/title/tt2317225/?ref_=adv_li_tt,2013,120,1000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,243,61,0.52,4,0.07,57,0.93,0.38,0.05,0.23,0.08,0.0,0.0,0.26,0.11,0.0,0.08,0.8,0.0,0.0,32.05,44150.69,0.05,199,141.1,0.4824120603015075,0.9320388349514563
128,132,https://www.imdb.com/title/tt1280725/?ref_=adv_li_tt,2013,11,1000000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,122,191,1.79,40,0.21,151,0.79,0.27,0.17,0.2,0.1,0.02,0.01,0.24,0.67,0.0,0.02,0.29,0.01,0.01,32.16,38146.56,0.04,2,1.4,1.0,2.0
129,133,https://www.imdb.com/title/tt1992193/?ref_=adv_li_tt,2013,193,1000000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,136,70,0.57,10,0.14,60,0.86,0.21,0.17,0.11,0.11,0.01,0.0,0.37,0.19,0.0,0.13,0.61,0.03,0.04,32.39,37358.21,0.04,6,8.6,0.5,1.0
130,134,https://www.imdb.com/title/tt2740538/?ref_=adv_li_tt,2013,163,1000000,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,77,48,0.51,5,0.1,43,0.9,0.29,0.06,0.19,0.15,0.0,0.0,0.31,0.15,0.0,0.04,0.71,0.02,0.08,33.5,37656.42,0.04,19,11.7,0.3157894736842105,0.46153846153846156
131,135,https://www.imdb.com/title/tt2570858/?ref_=adv_li_tt,2014,65,1000000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,117,46,0.61,31,0.67,15,0.33,0.43,0.0,0.15,0.09,0.0,0.0,0.33,0.13,0.0,0.02,0.78,0.0,0.07,33.17,63972.07,0.07,5,3.1,0.8,4.0
132,136,https://www.imdb.com/title/tt3130734/?ref_=adv_li_tt,2015,24,1000000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,93,133,1.48,13,0.1,120,0.9,0.33,0.08,0.17,0.11,0.01,0.0,0.31,0.14,0.02,0.07,0.7,0.05,0.02,31.66,20878.63,0.02,7,5.4,0.5714285714285714,1.3333333333333333
133,137,https://www.imdb.com/title/tt2910274/?ref_=adv_li_tt,2014,136,1000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,151,122,1.16,18,0.15,104,0.85,0.43,0.04,0.11,0.11,0.01,0.0,0.3,0.11,0.01,0.01,0.82,0.02,0.02,31.66,29032.15,0.03,7,6.4,0.7142857142857143,2.5
134,138,https://www.imdb.com/title/tt2920808/?ref_=adv_li_tt,2014,116,1000000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,143,121,1.1,19,0.16,102,0.84,0.41,0.06,0.13,0.17,0.0,0.0,0.22,0.21,0.0,0.01,0.72,0.02,0.05,34.4,23433.78,0.03,46,26.7,0.391304347826087,0.6428571428571429
135,139,https://www.imdb.com/title/tt2165765/?ref_=adv_li_tt,2014,485,1000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,112,37,0.37,4,0.11,33,0.89,0.38,0.03,0.05,0.16,0.03,0.03,0.32,0.08,0.0,0.03,0.78,0.03,0.08,33.41,110390.89,0.12,49,42.1,0.42857142857142855,0.75
136,140,https://www.imdb.com/title/tt3177316/?ref_=adv_li_tt,2014,59,1000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,144,51,0.54,5,0.1,46,0.9,0.29,0.1,0.18,0.1,0.02,0.0,0.31,0.12,0.02,0.0,0.78,0.04,0.04,32.71,93407.02,0.1,96,50.4,0.3020833333333333,0.43283582089552236
137,141,https://www.imdb.com/title/tt1571249/?ref_=adv_li_tt,2014,73,1000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,81,150,120,1.03,27,0.23,93,0.78,0.3,0.1,0.13,0.15,0.03,0.0,0.29,0.07,0.0,0.0,0.88,0.04,0.01,33.38,54750.84,0.06,118,82.6,0.5677966101694916,1.3137254901960784
138,142,https://www.imdb.com/title/tt2884206/?ref_=adv_li_tt,2014,162,1000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,151,83,0.81,6,0.07,77,0.93,0.35,0.11,0.08,0.2,0.02,0.01,0.22,0.25,0.04,0.01,0.61,0.02,0.06,30.81,47096.96,0.05,170,124.0,0.47058823529411764,0.8888888888888888
